student_id,minutes,nbr_days,quiz,exam,q&a,subscribed
259155,377.9,7,1,1,0,0
259156,2.4,1,0,0,0,0
259158,0.5,1,0,0,0,0
259160,1,1,0,1,0,0
259164,0.7,1,0,0,0,0
259165,0.2,1,0,0,0,0
259167,10.5,2,1,0,0,0
259170,1.2,1,0,0,0,0
259171,317.7,7,1,1,0,1
259172,7.4,1,1,0,0,0
259174,5022.6,98,1,1,1,1
259178,44.4,3,1,1,0,0
259180,50.1,4,0,0,0,0
259181,0.1,1,0,0,0,0
259183,18.3,2,1,0,0,0
259184,0.1,1,0,0,0,0
259187,9.5,2,1,0,0,0
259188,4.3,1,1,0,0,0
259190,12.6,2,1,0,0,1
259191,1,1,0,0,0,0
259192,0.4,1,0,0,0,0
259195,32.2,1,1,0,0,0
259196,3.2,1,0,0,0,0
259198,52.5,7,0,0,0,0
259199,19.4,1,1,0,0,0
259201,2,1,0,0,0,0
259203,15.7,2,1,0,0,0
259204,0.3,1,0,0,0,0
259205,9.8,2,1,0,0,0
259207,1,2,0,0,0,0
259209,245.3,6,1,1,0,1
259210,43.6,2,1,0,0,0
259211,44.9,4,1,0,0,0
259213,1.4,1,0,0,0,0
259214,0.2,1,0,1,0,0
259217,8.2,1,1,0,0,0
259222,0.1,1,0,0,0,0
259223,0.7,1,0,0,0,0
259225,0.6,1,0,0,0,0
259226,6.3,2,0,1,0,0
259229,2.7,4,1,0,0,0
259231,0.1,1,0,0,0,0
259232,34.7,1,0,1,0,0
259233,68.8,1,1,1,0,0
259239,51.3,2,1,1,0,0
259240,2.6,2,0,0,0,0
259242,9.2,1,1,0,0,0
259244,110,1,1,0,0,0
259246,30.9,1,1,0,0,0
259247,75.2,3,0,1,0,0
259250,6.5,1,0,0,0,0
259254,43.4,4,1,0,0,0
259258,1400.4,44,1,1,0,1
259260,95.1,5,1,1,0,1
259261,16.6,2,1,0,0,0
259262,993.1,43,1,1,1,1
259264,64.5,2,1,1,0,0
259266,10.8,1,0,1,0,0
259267,11.5,1,1,0,0,0
259268,1393.7,20,1,1,0,1
259269,24.1,2,1,0,0,0
259271,13.1,2,1,1,0,0
259273,27.7,2,1,0,0,1
259274,0.6,1,0,0,0,0
259275,0.5,1,0,0,0,0
259276,19.2,1,0,1,0,0
259278,22.5,2,1,0,0,0
259283,1815.5,103,1,1,1,1
259284,143.5,3,1,1,0,0
259286,1.1,1,0,0,0,0
259289,35.4,1,1,0,0,0
259297,238.9,5,1,1,0,0
259298,1.9,1,0,0,0,0
259299,6.6,1,1,0,0,0
259300,470.3,25,1,1,0,1
259305,571.3,16,1,1,0,1
259306,0.3,1,0,0,0,0
259307,3.2,2,0,0,0,0
259311,0.3,1,0,0,0,0
259315,0.6,1,0,0,0,0
259316,0.2,1,0,0,0,0
259317,24.8,3,0,0,0,0
259318,102.1,1,1,1,0,0
259319,0.1,1,0,0,0,0
259322,43.8,1,1,0,0,0
259325,0.1,1,0,0,0,0
259326,2.9,1,0,0,0,0
259328,63.2,2,1,1,0,0
259329,1.1,2,0,0,0,0
259333,15.4,1,0,0,0,0
259337,0.1,1,0,0,0,0
259343,11,1,1,0,0,0
259344,8.8,1,1,0,0,0
259345,13,1,1,0,0,0
259349,1.7,1,0,0,0,0
259350,365.7,5,1,0,0,0
259351,1.6,2,0,0,0,0
259354,72.4,3,1,0,0,0
259355,0.1,1,0,0,0,0
259356,8.1,2,0,0,0,0
259360,3.1,1,0,0,0,0
259361,204.1,6,1,1,0,1
259364,41.9,4,1,0,0,0
259365,0.4,1,0,0,0,0
259366,68.4,2,1,1,0,0
259371,0.3,1,1,0,0,0
259372,1.5,1,0,0,0,0
259374,39.3,1,1,0,0,0
259378,26.4,2,1,0,0,0
259379,0.1,1,0,0,0,0
259382,1.2,1,0,0,0,0
259383,20.3,4,1,0,0,0
259384,66.9,3,0,1,0,0
259385,2.2,1,0,0,0,0
259386,0.2,1,0,0,0,0
259387,2.2,1,0,0,0,0
259388,0.2,1,0,0,0,0
259390,37.3,2,1,0,0,0
259393,72.9,7,1,1,0,0
259395,45.3,3,1,0,0,0
259398,358.1,6,1,1,0,0
259400,23.5,1,0,1,0,0
259401,64.8,2,1,1,0,0
259402,10.4,4,1,0,0,0
259407,2.2,1,0,0,0,0
259408,485,7,1,1,0,1
259410,12.3,1,1,0,0,0
259412,14.3,2,0,0,0,0
259418,26.4,5,1,0,0,0
259421,0.1,1,0,0,0,0
259422,2.8,2,0,0,0,0
259424,1,2,0,0,0,0
259426,28.4,3,1,0,0,0
259427,111.9,11,1,0,0,0
259429,1339.2,60,1,1,0,1
259433,10.6,1,1,0,0,0
259435,43.3,2,1,0,0,0
259436,78.2,3,0,0,0,0
259437,99.2,6,0,0,0,1
259440,3.5,1,0,0,0,0
259441,18.2,2,1,0,0,0
259442,3.9,1,0,0,0,0
259443,0.1,1,0,0,0,0
259445,92.1,2,1,1,0,0
259446,27.8,1,1,0,0,0
259447,199.8,3,1,1,0,1
259451,55.6,2,1,1,0,0
259452,0.1,1,0,0,0,0
259454,102.9,4,0,1,0,0
259456,0.1,1,0,0,0,0
259457,14.8,1,1,0,0,0
259458,0.5,1,0,0,0,0
259459,0.8,1,0,0,0,0
259460,9.7,4,1,0,0,0
259462,56.6,2,1,1,0,0
259463,0.1,1,0,0,0,0
259464,26.8,1,1,0,0,1
259465,32.3,1,1,0,0,0
259473,122.5,6,0,0,0,1
259474,119.4,9,1,0,0,0
259476,90.8,6,1,0,0,1
259477,1.2,1,0,0,0,0
259478,25.6,2,0,0,0,0
259480,0.1,1,0,0,0,0
259482,428.9,5,1,1,0,0
259483,109,19,1,1,0,1
259484,0.1,1,0,0,0,0
259485,0.1,1,0,0,0,0
259486,46.1,5,1,1,0,1
259487,73.6,2,1,0,0,0
259488,0.9,1,0,0,0,0
259489,44.8,1,1,0,0,0
259490,1.1,1,0,0,0,0
259491,105.7,3,1,1,0,1
259494,944.7,16,1,1,0,1
259496,2.4,1,0,0,0,0
259497,5,1,0,0,0,0
259501,0.1,1,0,0,0,0
259503,7.3,2,0,0,0,0
259504,2899.1,50,1,1,0,1
259506,592.1,15,1,0,0,1
259507,0.1,1,0,0,0,0
259510,218.6,13,1,1,0,1
259513,9.7,1,1,0,0,0
259515,1.8,1,0,0,0,0
259517,2.3,1,0,0,0,0
259518,39.3,5,1,0,0,0
259519,91.6,5,1,1,0,0
259520,3,1,0,0,0,0
259523,294.3,12,1,1,0,1
259524,2870.1,51,1,1,1,1
259525,7.5,1,1,0,0,0
259528,1.1,1,1,0,0,0
259529,0.2,1,0,0,0,0
259530,2.1,1,0,0,0,0
259533,1262.1,25,1,1,0,1
259534,10.4,2,1,0,0,1
259535,0.3,1,0,0,0,0
259536,0.3,1,0,0,0,0
259537,0.8,1,0,0,0,0
259538,2.2,1,0,0,0,0
259541,0.3,1,0,0,0,0
259545,22.2,2,1,0,0,0
259547,13.4,1,1,0,0,0
259548,38.9,1,1,0,0,0
259549,693.2,15,1,1,0,1
259557,17.2,1,1,0,0,0
259558,0.4,1,0,0,0,0
259559,7.4,1,1,0,0,0
259560,1.9,1,1,0,0,0
259561,17.2,2,1,0,0,0
259564,9.7,1,0,0,0,0
259565,5.4,1,0,0,0,0
259567,1.3,1,0,0,0,0
259568,183.4,10,1,1,0,0
259570,3.9,1,0,0,0,0
259572,17.3,1,0,0,0,0
259573,12.8,1,0,1,0,0
259574,20.2,3,1,0,0,0
259575,61.9,2,1,1,0,0
259577,1,1,0,0,0,0
259579,0.5,1,0,0,0,0
259581,20.7,2,1,0,0,0
259582,0.1,1,0,0,0,0
259587,0.5,1,0,0,0,0
259589,0.4,1,0,0,0,0
259590,118.2,4,1,1,0,0
259593,0.1,1,0,0,0,0
259596,1.5,1,0,0,0,0
259601,72.6,3,1,0,0,0
259602,1.9,1,0,0,0,0
259603,13.7,1,0,1,0,0
259606,2.7,2,0,0,0,0
259607,2.4,1,0,0,0,0
259608,0.1,1,0,0,0,0
259610,0.2,1,0,0,0,0
259611,14.5,2,1,0,0,0
259613,22.8,1,1,0,0,0
259614,76.4,10,0,0,0,1
259619,1.4,1,0,0,0,0
259620,47.6,4,1,0,0,0
259622,82.7,2,1,1,0,0
259623,8,1,1,0,0,0
259624,13.8,2,1,0,0,0
259630,0.2,1,0,0,0,0
259634,43.4,2,1,0,0,0
259635,42.3,2,1,0,0,1
259638,3.6,1,0,0,0,0
259640,22.5,2,1,0,0,0
259642,8.8,1,0,0,0,0
259644,2.3,1,0,0,0,0
259645,4.4,1,0,0,0,0
259652,69.8,2,1,0,0,0
259654,76.9,15,1,1,0,0
259655,24,2,1,0,0,0
259657,4415.6,65,1,1,0,1
259659,21.9,1,1,0,0,0
259662,6.6,1,0,0,0,0
259664,201.5,5,1,1,0,1
259666,0.3,1,0,0,0,0
259668,2,1,0,0,0,0
259670,1.3,1,0,0,0,0
259672,2.2,1,0,0,0,0
259676,5.6,1,0,0,0,0
259678,19.7,1,1,0,0,0
259679,1.8,1,0,0,0,0
259680,99,2,1,0,0,0
259682,68.6,1,1,0,0,0
259683,72.1,1,1,0,0,0
259684,188.8,12,1,1,0,1
259685,45.7,1,1,0,0,0
259688,0.4,1,0,0,0,0
259689,14.6,2,0,0,0,1
259692,31.2,1,0,0,0,0
259695,23.8,2,1,0,0,0
259697,19.7,1,0,0,0,0
259702,995.4,11,1,1,0,1
259703,8.8,1,0,0,0,0
259704,109.3,3,1,1,0,0
259705,0.1,1,0,0,0,0
259706,63.7,4,1,1,0,0
259708,0.3,1,0,0,0,0
259710,0.8,1,0,0,0,0
259711,120.6,4,1,1,0,0
259712,9,1,1,0,0,0
259715,95.7,8,1,0,0,0
259719,0.1,1,0,0,0,0
259723,0.7,1,0,0,0,0
259724,7.8,2,0,0,0,0
259726,2.1,1,0,0,0,0
259727,488.9,19,1,0,0,1
259728,25,1,0,0,0,0
259729,15.6,1,1,0,0,0
259730,47.1,4,1,0,0,0
259731,156.5,11,1,1,0,1
259732,6.6,1,1,0,0,0
259736,0.7,1,0,0,0,0
259737,0.1,1,0,0,0,0
259739,61.1,3,1,1,0,0
259742,3.4,1,0,0,0,0
259744,12.9,2,1,0,0,0
259745,55.7,2,1,0,0,0
259748,2.3,1,0,0,0,0
259749,0.2,1,0,0,0,0
259750,30.5,1,0,0,0,0
259752,36.1,2,0,0,0,0
259753,1.2,1,0,0,0,0
259755,3.9,1,0,0,0,0
259756,204.5,9,1,1,0,0
259759,1.2,1,0,0,0,0
259760,0.6,1,0,0,0,0
259761,446.8,6,1,1,0,0
259762,36.2,2,1,0,0,0
259763,3.2,1,0,0,0,0
259765,0.1,1,0,0,0,0
259766,33.5,1,1,0,0,0
259767,3823.9,117,1,1,1,1
259768,11.2,1,1,0,0,0
259777,442.3,14,1,1,0,1
259779,1.2,1,0,0,0,0
259781,231.9,12,1,1,0,1
259784,18.8,1,1,0,0,0
259787,9.6,2,0,0,0,0
259789,6.8,4,0,0,0,0
259790,1.7,1,0,0,0,0
259792,3.9,1,0,0,0,0
259795,64,2,1,0,0,0
259796,15.9,1,1,0,0,0
259799,4.6,1,0,0,0,0
259800,1.6,1,0,0,0,0
259804,48.3,4,1,0,0,0
259805,60.7,2,1,0,0,0
259809,30,2,1,0,0,0
259810,9,1,0,0,0,0
259815,88.2,3,0,0,0,0
259816,1.6,1,0,0,0,0
259817,9.9,3,0,0,0,0
259818,19.4,1,1,0,0,0
259819,45.9,3,0,0,0,0
259823,1.2,1,0,0,0,0
259825,2.5,1,0,0,0,0
259827,0.7,1,0,0,0,0
259829,5.6,1,0,0,0,0
259832,27.2,1,1,0,0,0
259833,1,1,0,0,0,0
259834,39.1,6,1,0,0,1
259838,27.4,1,1,0,0,0
259840,32.7,1,1,0,0,0
259841,2.3,3,0,0,0,0
259843,46.4,4,1,0,0,0
259846,243.3,5,1,1,0,1
259847,1.3,1,1,0,0,0
259848,0.1,1,0,0,0,0
259850,0.5,1,0,0,0,0
259855,115.3,7,0,0,0,0
259859,88,4,1,1,0,0
259860,3482.8,69,1,1,1,1
259862,6.6,1,1,0,0,1
259865,1075.9,32,1,1,0,1
259867,12.9,1,1,0,0,0
259868,0.8,2,0,0,0,0
259869,0.2,1,0,0,0,0
259870,1999.5,32,1,1,0,1
259872,17.9,4,1,0,0,0
259873,0.6,1,0,0,0,0
259874,11,2,1,0,0,0
259875,71.7,1,1,1,0,0
259878,25.9,2,1,0,0,0
259879,0.4,1,0,0,0,0
259881,6.3,1,0,0,0,0
259882,2.1,1,0,0,0,0
259883,0.6,1,0,0,0,0
259884,1305.3,36,1,1,0,1
259885,2.6,1,0,0,0,0
259887,5.6,1,0,0,0,0
259889,11.1,3,1,0,0,0
259890,59.5,2,1,1,0,0
259892,37.3,2,1,0,0,0
259893,8.6,1,0,0,0,0
259894,1.4,1,0,0,0,0
259896,1.1,1,0,0,0,0
259900,0.5,1,0,0,0,0
259902,27.1,5,1,0,0,0
259912,1.1,1,0,0,0,0
259913,0.2,1,0,0,0,0
259915,3.9,2,0,0,0,0
259916,2.2,1,1,0,0,0
259920,15,1,1,0,0,0
259922,0.1,1,0,0,0,0
259923,41.4,2,0,0,0,0
259926,42.4,1,0,0,0,0
259927,146.3,4,1,0,0,0
259930,1.6,1,0,0,0,0
259931,1.9,1,0,0,0,0
259932,0.4,1,0,0,0,0
259938,842.2,26,1,1,0,1
259940,88.6,2,0,1,0,0
259941,0.1,1,0,0,0,0
259942,1.9,1,0,0,0,0
259950,0.4,1,0,0,0,0
259952,543,30,1,1,0,1
259953,998.1,24,1,1,0,1
259955,0.2,1,0,0,0,0
259957,99,2,0,1,0,0
259959,1004.4,47,1,1,0,1
259960,0.9,1,0,0,0,0
259961,0.3,1,0,0,0,0
259964,0.2,1,0,0,0,0
259965,230.9,4,1,1,0,1
259967,63.6,4,1,1,0,0
259969,168.8,14,1,1,0,1
259970,0.9,1,0,0,0,0
259972,41,2,1,1,0,0
259973,46.5,5,1,0,0,1
259975,11.2,1,1,0,0,0
259976,61.6,2,1,1,0,0
259978,30.1,5,0,0,0,0
259979,0.2,1,0,0,0,0
259980,0.6,1,0,0,0,0
259981,33,3,0,1,0,0
259982,6.2,1,1,0,0,0
259983,211,5,1,1,0,0
259986,21,1,0,0,0,0
259987,1.2,1,1,0,0,0
259990,10.2,2,1,0,0,0
259991,18.9,1,1,0,0,0
259992,82.9,1,1,1,0,0
259995,65.3,2,1,0,0,0
259996,1518.6,47,1,1,0,1
259997,2,1,0,0,0,0
259999,8.9,1,0,0,0,0
260000,11.6,2,1,0,0,0
260001,3,2,0,0,0,0
260002,22.2,1,0,1,0,0
260005,0.1,1,0,0,0,0
260006,10.7,1,0,0,0,0
260008,0.1,1,0,0,0,0
260009,2.3,1,0,0,0,0
260013,0.5,1,0,0,0,0
260014,88.3,1,1,0,0,0
260015,56.1,5,1,1,0,0
260016,3.9,1,0,0,0,0
260020,12.4,1,1,0,0,0
260021,2.1,1,0,0,0,0
260023,1,1,1,0,0,0
260024,320.1,10,1,1,0,1
260026,0.2,1,0,0,0,0
260027,0.2,1,0,0,0,0
260028,0.5,1,0,0,0,0
260029,395.3,14,1,1,0,1
260031,34.5,2,1,0,0,0
260032,61,5,1,0,0,0
260033,141.5,8,1,0,0,1
260035,0.1,1,0,0,0,0
260037,6.8,2,1,0,0,0
260038,44.1,6,1,1,0,0
260042,2965.2,70,1,1,0,1
260043,30.7,1,0,0,0,0
260045,1.1,1,0,0,0,0
260049,64.6,1,1,1,0,0
260050,0.1,1,0,0,0,0
260053,34.1,3,0,0,0,0
260054,108.9,1,1,1,0,0
260056,48.3,1,0,1,0,0
260060,50.5,4,1,0,0,0
260062,128.4,7,1,1,0,0
260064,44.7,2,1,0,0,0
260069,24.4,1,1,0,0,0
260070,41.1,2,1,0,0,0
260072,0.1,1,0,0,0,0
260075,29.5,1,0,1,0,0
260076,54.9,2,1,0,0,0
260077,11.8,1,1,0,0,0
260083,0.1,1,0,0,0,0
260084,7.4,1,0,0,0,0
260085,0.4,1,0,0,0,0
260086,10.8,1,1,0,0,0
260089,0.7,1,0,0,0,0
260091,0.7,1,0,0,0,0
260092,48,2,1,0,0,0
260094,0.1,1,0,0,0,0
260095,38.3,2,0,0,0,0
260097,9,2,1,0,0,0
260102,1.2,1,0,0,0,0
260108,6.6,1,1,0,0,0
260109,0.9,1,0,0,0,0
260111,1557.2,23,1,1,0,1
260112,46.6,2,0,1,0,0
260115,2.9,1,0,0,0,0
260116,6.9,2,1,0,0,0
260117,24.7,2,1,0,0,0
260119,38.5,1,1,0,0,0
260122,10.1,1,1,0,0,0
260123,36.2,2,1,0,0,0
260125,3.9,1,0,0,0,0
260126,1685.9,28,1,1,0,1
260129,4.6,1,0,0,0,0
260130,194.3,7,1,1,0,0
260131,1.7,1,0,0,0,0
260132,1145.3,22,1,1,0,1
260133,1.3,1,0,0,0,0
260134,3,2,0,0,0,0
260135,6.7,1,0,0,0,0
260136,0.9,1,0,0,0,0
260138,0.2,1,0,0,0,0
260142,30,2,1,0,0,0
260145,0.4,1,0,0,0,0
260150,13.3,1,0,0,0,0
260151,5.6,1,0,0,1,0
260152,0.1,1,0,0,0,0
260153,31.6,3,1,0,0,0
260155,0.8,1,0,0,0,0
260158,5.5,1,0,0,0,0
260159,87.6,8,1,0,0,0
260160,62.9,4,1,1,0,0
260162,6.5,2,1,0,0,0
260164,477.6,11,1,1,0,1
260165,63.1,2,0,0,0,0
260168,1972.3,65,1,1,0,1
260169,9.6,1,1,1,0,0
260171,1.2,1,0,0,0,0
260172,1.6,1,0,1,0,0
260173,3941.2,130,1,1,1,1
260175,0.1,1,0,0,0,0
260176,62.8,2,1,0,0,1
260178,2.4,1,1,0,0,0
260180,48.8,2,0,1,0,1
260181,267.6,15,1,1,0,1
260183,47.7,3,1,0,0,0
260184,0.1,1,0,0,0,0
260186,0.2,1,0,0,0,0
260190,58.1,4,1,1,0,0
260192,613.6,23,1,1,1,1
260193,6.6,1,0,0,0,0
260194,0.7,1,0,0,0,0
260198,10.5,1,0,0,0,0
260200,1265.9,34,1,1,0,0
260203,35.8,1,1,0,0,0
260205,18.9,2,1,0,0,0
260208,4.7,1,0,0,0,0
260209,1.3,1,0,0,0,0
260211,617.1,20,1,1,0,1
260212,86.2,2,1,1,0,0
260215,3.3,1,0,0,0,0
260216,67.5,5,1,1,0,1
260217,116.5,5,1,1,0,1
260220,2.4,1,0,0,0,0
260224,0.6,1,0,0,0,0
260226,112,7,1,1,0,0
260228,56.6,1,1,1,0,0
260230,29.8,1,0,1,0,0
260233,1,1,0,0,0,0
260237,29.5,3,0,1,0,0
260238,0.1,1,0,0,0,0
260239,5.2,1,1,0,0,0
260241,0.1,1,0,0,0,0
260242,8.6,1,1,0,0,0
260244,0.2,1,0,0,0,0
260247,31,4,1,0,0,0
260252,8.1,1,0,0,0,0
260254,0.3,1,0,0,0,0
260256,15.3,1,1,0,0,0
260265,184.3,4,0,1,0,0
260266,0.9,1,0,0,0,0
260267,32.1,1,1,0,0,0
260269,40,2,1,0,0,0
260270,11.2,1,1,0,0,0
260271,13.6,4,1,0,0,0
260272,29.2,3,0,0,0,0
260273,0.3,1,0,0,0,0
260278,22.9,2,1,0,0,0
260280,0.4,1,0,0,0,0
260281,6.6,1,1,0,0,0
260285,56,2,0,0,0,0
260291,338.7,16,1,1,0,1
260295,144.5,11,1,1,0,0
260296,1.1,1,0,0,0,0
260297,0.7,1,0,0,0,0
260300,0.3,1,0,0,0,0
260303,10.7,1,1,0,0,0
260305,4,1,0,0,0,0
260306,2.4,2,0,0,0,0
260307,2.6,1,0,0,0,0
260311,0.4,1,0,0,0,0
260312,7.4,2,0,0,0,0
260314,40.6,2,0,0,0,0
260315,5.7,1,0,0,0,0
260316,0.6,1,0,0,0,0
260317,2.5,1,0,0,0,0
260321,874,24,1,1,1,1
260323,24.9,3,1,0,0,0
260324,416.4,6,1,1,0,1
260325,10.4,1,1,0,0,0
260327,1.1,1,0,0,0,0
260328,0.8,1,0,0,0,0
260329,422.3,21,1,1,0,1
260330,0.7,1,0,0,0,0
260332,14.4,1,1,0,0,0
260333,0.1,1,0,0,0,0
260334,43.1,11,1,0,0,1
260335,262,6,1,1,0,1
260338,103.8,4,0,1,1,0
260339,0.1,1,0,0,0,0
260342,55.6,1,0,0,0,0
260345,4258.8,101,1,1,1,1
260351,1.4,1,0,0,0,0
260353,16.3,1,1,0,0,0
260354,199.1,8,1,1,0,1
260356,1029.7,45,1,1,0,1
260357,3.3,1,0,0,0,0
260360,18.6,1,0,0,0,0
260364,1.8,1,0,0,0,0
260371,9.3,1,0,0,0,0
260373,7.8,3,0,0,0,0
260378,0.1,1,0,0,0,0
